col_13,col_7,col_3,col_4,col_9,col_5,col_11,col_14,col_0,col_12,col_6,col_8,col_10,col_15,row,col_1,col_2
,リカルボン錠1ｍｇ,1ｍｇ1錠,,,,○,,内用薬,58.9,,小野薬品工業,先発品,錠,4686,3999026F1034,ミノドロン酸水和物
,ミノドロン酸錠1ｍｇ「ＪＧ」,1ｍｇ1錠,,後発品,,,,内用薬,35.7,,日本ジェネリック,,錠,4687,3999026F1042,ミノドロン酸水和物
,ミノドロン酸錠1ｍｇ「ＹＤ」,1ｍｇ1錠,,後発品,,,,内用薬,19.7,,陽進堂,,錠,4688,3999026F1050,ミノドロン酸水和物
,ミノドロン酸錠1ｍｇ「サワイ」,1ｍｇ1錠,,後発品,,,,内用薬,19.7,,沢井製薬,,錠,4689,3999026F1077,ミノドロン酸水和物
,ミノドロン酸錠1ｍｇ「トーワ」,1ｍｇ1錠,,後発品,,,,内用薬,19.7,,東和薬品,,錠,4690,3999026F1093,ミノドロン酸水和物
,ミノドロン酸錠1ｍｇ「ニプロ」,1ｍｇ1錠,,後発品,,,,内用薬,19.7,,ニプロ,,錠,4691,3999026F1115,ミノドロン酸水和物
,ミノドロン酸錠1ｍｇ「三笠」,1ｍｇ1錠,,後発品,,,,内用薬,19.7,,三笠製薬,,錠,4692,3999026F1123,ミノドロン酸水和物
,ミノドロン酸50ｍｇ錠,50ｍｇ1錠,,後発品,,,,内用薬,368.9,,,,錠,4693,3999026F2014,ミノドロン酸水和物
,ボノテオ錠50ｍｇ,50ｍｇ1錠,,,,○,,内用薬,1320.2,,アステラス製薬,先発品,錠,4694,3999026F2022,ミノドロン酸水和物
,リカルボン錠50ｍｇ,50ｍｇ1錠,,,,○,,内用薬,1435.7,,小野薬品工業,先発品,錠,4695,3999026F2030,ミノドロン酸水和物
,ミノドロン酸錠50ｍｇ「ＪＧ」,50ｍｇ1錠,,後発品,,,,内用薬,513.1,,日本ジェネリック,,錠,4696,3999026F2049,ミノドロン酸水和物
,ミノドロン酸錠50ｍｇ「ＹＤ」,50ｍｇ1錠,,後発品,,,,内用薬,513.1,,陽進堂,,錠,4697,3999026F2057,ミノドロン酸水和物
,ミノドロン酸錠50ｍｇ「サワイ」,50ｍｇ1錠,,後発品,,,,内用薬,513.1,,沢井製薬,,錠,4698,3999026F2073,ミノドロン酸水和物
,ミノドロン酸錠50ｍｇ「トーワ」,50ｍｇ1錠,,後発品,,,,内用薬,513.1,,東和薬品,,錠,4699,3999026F2090,ミノドロン酸水和物
,ミノドロン酸錠50ｍｇ「ニプロ」,50ｍｇ1錠,,後発品,,,,内用薬,513.1,,ニプロ,,錠,4700,3999026F2111,ミノドロン酸水和物
,ミノドロン酸錠50ｍｇ「三笠」,50ｍｇ1錠,,後発品,,,,内用薬,513.1,,三笠製薬,,錠,4701,3999026F2120,ミノドロン酸水和物
,ビビアント錠20ｍｇ,20ｍｇ1錠,,,,○,,内用薬,51.7,,ファイザー,先発品,錠,4702,3999027F1020,バゼドキシフェン酢酸塩
,バゼドキシフェン錠20ｍｇ「サワイ」,20ｍｇ1錠,,後発品,,,,内用薬,27.3,,沢井製薬,,錠,4703,3999027F1039,バゼドキシフェン酢酸塩
,レボレード錠12．5ｍｇ,12．5ｍｇ1錠,,,,,,内用薬,2377.3,,ノバルティス　ファーマ,先発品,錠,4704,3999028F1025,エルトロンボパグ　オラミン
,レボレード錠25ｍｇ,25ｍｇ1錠,,,,,,内用薬,4683.2,,ノバルティス　ファーマ,先発品,錠,4705,3999028F2021,エルトロンボパグ　オラミン
,イムセラカプセル0．5ｍｇ,0．5ｍｇ1カプセル,,,,,,内用薬,7513.1,,田辺ファーマ,先発品,錠,4706,3999029M1029,フィンゴリモド塩酸塩
,ジレニアカプセル0．5ｍｇ,0．5ｍｇ1カプセル,,,,,,内用薬,7633.3,,ノバルティス　ファーマ,先発品,錠,4707,3999029M1037,フィンゴリモド塩酸塩
,ブレーザベスカプセル100ｍｇ,100ｍｇ1カプセル,,,,,,内用薬,10266.7,,ヤンセンファーマ,先発品,錠,4708,3999030M1021,ミグルスタット
,オプフォルダカプセル65ｍｇ,65ｍｇ1カプセル,,,,,R7.8.14収載,内用薬,6038.2,,アミカス・セラピューティクス,先発品,錠,4709,3999030M2028,ミグルスタット
,ケアラム錠25ｍｇ,25ｍｇ1錠,,,,○,,内用薬,88,,エーザイ,先発品,錠,4710,3999031F1035,イグラチモド
,イグラチモド錠25ｍｇ「サワイ」,25ｍｇ1錠,,後発品,,,,内用薬,37.4,,沢井製薬,,錠,4711,3999031F1043,イグラチモド
,イグラチモド錠25ｍｇ「あゆみ」,25ｍｇ1錠,,後発品,,,,内用薬,37.4,,あゆみ製薬,,錠,4712,3999031F1051,イグラチモド
,イグラチモド錠25ｍｇ「ケミファ」,25ｍｇ1錠,,後発品,,,,内用薬,37.4,,日本ケミファ,,錠,4713,3999031F1060,イグラチモド
,ブフェニール顆粒　94％,94％1ｇ,,,,,,内用薬,871.3,,オーファンパシフィック,先発品,錠,4714,3999032D1020,フェニル酪酸ナトリウム
,ブフェニール錠　500ｍｇ,500ｍｇ1錠,,,,,,内用薬,470.6,,オーファンパシフィック,先発品,錠,4715,3999032F1021,フェニル酪酸ナトリウム
,エルカルチンＦＦ錠100ｍｇ,100ｍｇ1錠,,,,○,,内用薬,53.5,,大塚製薬,先発品,錠,4716,3999033F1026,レボカルニチン
,レボカルニチンＦＦ錠100ｍｇ「トーワ」,100ｍｇ1錠,,後発品,,,,内用薬,31.5,,東和薬品,,錠,4717,3999033F1034,レボカルニチン
,レボカルニチンＦＦ錠100ｍｇ「アメル」,100ｍｇ1錠,,後発品,,,,内用薬,31.5,,共和薬品工業,,錠,4718,3999033F1042,レボカルニチン
,エルカルチンＦＦ錠250ｍｇ,250ｍｇ1錠,,,,○,,内用薬,160.3,,大塚製薬,先発品,錠,4719,3999033F2022,レボカルニチン
,レボカルニチンＦＦ錠250ｍｇ「トーワ」,250ｍｇ1錠,,後発品,,,,内用薬,80.3,,東和薬品,,錠,4720,3999033F2030,レボカルニチン
,レボカルニチンＦＦ錠250ｍｇ「アメル」,250ｍｇ1錠,,後発品,,,,内用薬,75.9,,共和薬品工業,,錠,4721,3999033F2049,レボカルニチン
,エルカルチンＦＦ内用液10％,10％1ｍＬ,,,,○,,内用薬,42.2,,大塚製薬,先発品,錠,4722,3999033S1024,レボカルニチン
,レボカルニチンＦＦ内用液10％「アメル」,10％1ｍＬ,,後発品,,,,内用薬,24.3,,共和薬品工業,,錠,4723,3999033S1032,レボカルニチン
,レボカルニチンＦＦ内用液10％「トーワ」,10％1ｍＬ,,後発品,,,,内用薬,25.9,,東和薬品,,錠,4724,3999033S1040,レボカルニチン
,エルカルチンＦＦ内用液10％分包5ｍＬ,10％5ｍＬ1包,,,,○,,内用薬,233.7,,大塚製薬,先発品,錠,4725,3999033S2020,レボカルニチン
,レボカルニチンＦＦ内用液10％分包5ｍＬ「アメル」,10％5ｍＬ1包,,後発品,,,,内用薬,111.2,,共和薬品工業,,錠,4726,3999033S2039,レボカルニチン
,レボカルニチンＦＦ内用液10％分包5ｍＬ「トーワ」,10％5ｍＬ1包,,後発品,,,,内用薬,116.9,,東和薬品,,錠,4727,3999033S2047,レボカルニチン
,エルカルチンＦＦ内用液10％分包10ｍＬ,10％10ｍＬ1包,,,,○,,内用薬,416.6,,大塚製薬,先発品,錠,4728,3999033S3027,レボカルニチン
,レボカルニチンＦＦ内用液10％分包10ｍＬ「アメル」,10％10ｍＬ1包,,後発品,,,,内用薬,213.6,,共和薬品工業,,錠,4729,3999033S3035,レボカルニチン
,レボカルニチンＦＦ内用液10％分包10ｍＬ「トーワ」,10％10ｍＬ1包,,後発品,,,,内用薬,226.3,,東和薬品,,錠,4730,3999033S3043,レボカルニチン
,ゼルヤンツ錠5ｍｇ,5ｍｇ1錠,,,,,,内用薬,2260.9,,ファイザー,先発品,錠,4731,3999034F1020,トファシチニブクエン酸塩
,サイスタダン原末,1ｇ,,,,,,内用薬,456,,レコルダティ・レア・ディジーズ・ジャパン,先発品,錠,4732,3999035A1028,ベタイン
,オーファディンカプセル2ｍｇ,2ｍｇ1カプセル,,,,,,内用薬,4033.3,,アステラス製薬,先発品,錠,4733,3999036M1029,ニチシノン
,オーファディンカプセル5ｍｇ,5ｍｇ1カプセル,,,,,,内用薬,8809.2,,アステラス製薬,先発品,錠,4734,3999036M2025,ニチシノン
,オーファディンカプセル10ｍｇ,10ｍｇ1カプセル,,,,,,内用薬,16060.2,,アステラス製薬,先発品,錠,4735,3999036M3021,ニチシノン
,サデルガカプセル100ｍｇ,100ｍｇ1カプセル,,,,,,内用薬,78350.5,,サノフィ,先発品,錠,4736,3999037M1023,エリグルスタット酒石酸塩
,プラケニル錠200ｍｇ,200ｍｇ1錠,,,,○,,内用薬,277.3,,サノフィ,先発品,錠,4737,3999038F1029,ヒドロキシクロロキン硫酸塩
,ヒドロキシクロロキン硫酸塩錠200ｍｇ「ＤＳＥＰ」,200ｍｇ1錠,,後発品,,,,内用薬,143.6,,第一三共エスファ,,錠,4738,3999038F1037,ヒドロキシクロロキン硫酸塩
,ヒドロキシクロロキン硫酸塩錠200ｍｇ「サワイ」,200ｍｇ1錠,,後発品,,,,内用薬,143.6,,沢井製薬,,錠,4739,3999038F1045,ヒドロキシクロロキン硫酸塩
,オフェブカプセル100ｍｇ,100ｍｇ1カプセル,,,,,,内用薬,3982.4,,日本ベーリンガーインゲルハイム,先発品,錠,4740,3999039M1022,ニンテダニブエタンスルホン酸塩
,オフェブカプセル150ｍｇ,150ｍｇ1カプセル,,,,,,内用薬,5966.4,,日本ベーリンガーインゲルハイム,先発品,錠,4741,3999039M2029,ニンテダニブエタンスルホン酸塩
,ボンビバ錠100ｍｇ,100ｍｇ1錠,,,,,,内用薬,1557.8,,大正製薬,先発品,錠,4742,3999040F1026,イバンドロン酸ナトリウム水和物
,カーバグル分散錠200ｍｇ,200ｍｇ1錠,,,,,,内用薬,16596.9,,レコルダティ・レア・ディジーズ・ジャパン,先発品,錠,4743,3999041X1026,カルグルミン酸
,オテズラ錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,329.9,,アムジェン,先発品,錠,4744,3999042F1025,アプレミラスト
,オテズラ錠20ｍｇ,20ｍｇ1錠,,,,,,内用薬,659.7,,アムジェン,先発品,錠,4745,3999042F2021,アプレミラスト
,オテズラ錠30ｍｇ,30ｍｇ1錠,,,,,,内用薬,989.6,,アムジェン,先発品,錠,4746,3999042F3028,アプレミラスト
,オルミエント錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,2472.5,,日本イーライリリー,先発品,錠,4747,3999043F1020,バリシチニブ
,オルミエント錠4ｍｇ,4ｍｇ1錠,,,,,,内用薬,4820,,日本イーライリリー,先発品,錠,4748,3999043F2026,バリシチニブ
,オルミエント錠1ｍｇ,1ｍｇ1錠,,,,,,内用薬,1356.8,,日本イーライリリー,先発品,錠,4749,3999043F3022,バリシチニブ
,オルケディア錠1ｍｇ,1ｍｇ1錠,,,,,,内用薬,271.9,,協和キリン,先発品,錠,4750,3999044F1024,エボカルセト
,オルケディア錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,398.9,,協和キリン,先発品,錠,4751,3999044F2020,エボカルセト
,オルケディア錠4ｍｇ,4ｍｇ1錠,,,,,,内用薬,585.2,,協和キリン,先発品,錠,4752,3999044F3027,エボカルセト
,ガラフォルドカプセル123ｍｇ,123ｍｇ1カプセル,,,,,,内用薬,145304,,アミカス・セラピューティクス,先発品,錠,4753,3999045M1028,ミガーラスタット塩酸塩
,スマイラフ錠50ｍｇ,50ｍｇ1錠,,,,,,内用薬,1280.6,,アステラス製薬,先発品,錠,4754,3999046F1023,ペフィシチニブ臭化水素酸塩
,スマイラフ錠100ｍｇ,100ｍｇ1錠,,,,,,内用薬,2503.8,,アステラス製薬,先発品,錠,4755,3999046F2020,ペフィシチニブ臭化水素酸塩
,エベレンゾ錠20ｍｇ,20ｍｇ1錠,,,,,,内用薬,360.1,,アステラス製薬,先発品,錠,4756,3999047F1028,ロキサデュスタット
,エベレンゾ錠50ｍｇ,50ｍｇ1錠,,,,,,内用薬,743.9,,アステラス製薬,先発品,錠,4757,3999047F2024,ロキサデュスタット
,エベレンゾ錠100ｍｇ,100ｍｇ1錠,,,,,,内用薬,1341.3,,アステラス製薬,先発品,錠,4758,3999047F3020,ロキサデュスタット
,リンヴォック錠7．5ｍｇ,7．5ｍｇ1錠,,,,,,内用薬,2205.4,,アッヴィ,先発品,錠,4759,3999048G1028,ウパダシチニブ水和物
,リンヴォック錠15ｍｇ,15ｍｇ1錠,,,,,,内用薬,4325.8,,アッヴィ,先発品,錠,4760,3999048G2024,ウパダシチニブ水和物
,リンヴォック錠30ｍｇ,30ｍｇ1錠,,,,,,内用薬,6628,,アッヴィ,先発品,錠,4761,3999048G3020,ウパダシチニブ水和物
,リンヴォック錠45ｍｇ,45ｍｇ1錠,,,,,,内用薬,8226,,アッヴィ,先発品,錠,4762,3999048G4027,ウパダシチニブ水和物
,ダーブロック錠1ｍｇ,1ｍｇ1錠,,,,,,内用薬,89.2,,グラクソ・スミスクライン,先発品,錠,4763,3999049F1027,ダプロデュスタット
,ダーブロック錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,157.4,,グラクソ・スミスクライン,先発品,錠,4764,3999049F2023,ダプロデュスタット
,ダーブロック錠4ｍｇ,4ｍｇ1錠,,,,,,内用薬,278.5,,グラクソ・スミスクライン,先発品,錠,4765,3999049F3020,ダプロデュスタット
,ダーブロック錠6ｍｇ,6ｍｇ1錠,,,,,,内用薬,378.4,,グラクソ・スミスクライン,先発品,錠,4766,3999049F4026,ダプロデュスタット
,バフセオ錠150ｍｇ,150ｍｇ1錠,,,,,,内用薬,184,,田辺ファーマ,先発品,錠,4767,3999050F1020,バダデュスタット
,バフセオ錠300ｍｇ,300ｍｇ1錠,,,,,,内用薬,324.8,,田辺ファーマ,先発品,錠,4768,3999050F2026,バダデュスタット
,メーゼント錠0．25ｍｇ,0．25ｍｇ1錠,,,,,,内用薬,1083.5,,ノバルティス　ファーマ,先発品,錠,4769,3999051F1024,シポニモド　フマル酸
,メーゼント錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,8668,,ノバルティス　ファーマ,先発品,錠,4770,3999051F2020,シポニモド　フマル酸
,エナロイ錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,246.1,,塩野義製薬,先発品,錠,4771,3999052F1029,エナロデュスタット
,エナロイ錠4ｍｇ,4ｍｇ1錠,,,,,,内用薬,448,,塩野義製薬,先発品,錠,4772,3999052F2025,エナロデュスタット
,ジセレカ錠100ｍｇ,100ｍｇ1錠,,,,,,内用薬,2141.9,,ギリアド・サイエンシズ,先発品,錠,4773,3999053F1023,フィルゴチニブマレイン酸塩
,ジセレカ錠200ｍｇ,200ｍｇ1錠,,,,,,内用薬,4159.6,,ギリアド・サイエンシズ,先発品,錠,4774,3999053F2020,フィルゴチニブマレイン酸塩
,エドルミズ錠50ｍｇ,50ｍｇ1錠,,,,,,内用薬,244,,小野薬品工業,先発品,錠,4775,3999054F1028,アナモレリン塩酸塩
,マスーレッド錠5ｍｇ,5ｍｇ1錠,,,,,,内用薬,40.8,,バイエル薬品,先発品,錠,4776,3999055F1022,モリデュスタットナトリウム
,マスーレッド錠12．5ｍｇ,12．5ｍｇ1錠,,,,,,内用薬,89,,バイエル薬品,先発品,錠,4777,3999055F2029,モリデュスタットナトリウム
,マスーレッド錠25ｍｇ,25ｍｇ1錠,,,,,,内用薬,156.9,,バイエル薬品,先発品,錠,4778,3999055F3025,モリデュスタットナトリウム
,マスーレッド錠75ｍｇ,75ｍｇ1錠,,,,,,内用薬,386,,バイエル薬品,先発品,錠,4779,3999055F4021,モリデュスタットナトリウム
,タブネオスカプセル10ｍｇ,10ｍｇ1カプセル,,,,,,内用薬,1403.9,,キッセイ薬品工業,先発品,錠,4780,3999056M1026,アバコパン
,ソーティクツ錠6ｍｇ,6ｍｇ1錠,,,,,,内用薬,2533.4,,ブリストル・マイヤーズ　スクイブ,先発品,錠,4781,3999057F1021,デュークラバシチニブ
,タバリス錠100ｍｇ,100ｍｇ1錠,,,,,,内用薬,4188,,キッセイ薬品工業,先発品,錠,4782,3999058F1026,ホスタマチニブナトリウム水和物
,タバリス錠150ｍｇ,150ｍｇ1錠,,,,,,内用薬,6226.8,,キッセイ薬品工業,先発品,錠,4783,3999058F2022,ホスタマチニブナトリウム水和物
,オファコルカプセル50ｍｇ,50ｍｇ1カプセル,,,,,,内用薬,12596,,レクメド,先発品,錠,4784,3999059M1020,コール酸
,リットフーロカプセル50ｍｇ,50ｍｇ1カプセル,,,,,R7.6.1新薬価適用,内用薬,5584.3,,ファイザー,先発品,錠,4785,3999060M1022,リトレシチニブトシル酸塩
,ゾキンヴィカプセル50ｍｇ,50ｍｇ1カプセル,,,,,,内用薬,91796.4,,アンジェス,先発品,錠,4786,3999061M1027,ロナファルニブ
,ゾキンヴィカプセル75ｍｇ,75ｍｇ1カプセル,,,,,,内用薬,136544,,アンジェス,先発品,錠,4787,3999061M2023,ロナファルニブ
,ボイデヤ錠50ｍｇ,50ｍｇ1錠,,,,,,内用薬,2259.2,,アレクシオンファーマ,先発品,錠,4788,3999062F1022,ダニコパン
,レズロック錠200ｍｇ,200ｍｇ1錠,,,,,,内用薬,30525.9,,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,先発品,錠,4789,3999063F1027,ベルモスジルメシル酸塩
,ファビハルタカプセル200ｍｇ,200ｍｇ1カプセル,,,,,,内用薬,74271,,ノバルティス　ファーマ,先発品,錠,4790,3999064M1020,イプタコパン塩酸塩水和物
,ルプキネスカプセル7．9ｍｇ,7．9ｍｇ1カプセル,,,,,,内用薬,778.6,,大塚製薬,先発品,錠,4791,3999065M1025,ボクロスポリン
,フジケノン粒状錠125,125ｍｇ1包,,,,,R7.11.12収載,内用薬,22043,,藤本製薬,先発品,錠,4792,3999066F1020,ケノデオキシコール酸
,アルギＵ配合顆粒,1ｇ,,,,,,内用薬,37.2,,ＥＡファーマ,先発品,錠,4793,3999100D1037,Ｌ－アルギニン・Ｌ－アルギニン塩酸塩
,ロイコン錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,5.9,,大原薬品工業,,錠,4794,4191001F1037,アデニン
,エンドキサン錠50ｍｇ,50ｍｇ1錠,局,,,,,内用薬,21.6,,塩野義製薬,,錠,4795,4211002F1044,シクロホスファミド水和物
,経口用エンドキサン原末100ｍｇ,100ｍｇ1瓶,,,,,,内用薬,320.6,,塩野義製薬,,錠,4796,4211002X1023,シクロホスファミド水和物
,マブリン散1％,1％1ｇ,,,,,,内用薬,96.2,,大原薬品工業,,錠,4797,4213002B1047,ブスルファン
,アルケラン錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,113.4,,サンドファーマ,先発品,錠,4798,4219002F1034,メルファラン
,エストラサイトカプセル156．7ｍｇ,156．7ｍｇ1カプセル,,,,,,内用薬,183.1,,日本新薬,先発品,錠,4799,4219003M1054,エストラムスチンリン酸エステルナトリウム水和物
,テモゾロミド錠20ｍｇ「ＮＫ」,20ｍｇ1錠,,後発品,,,,内用薬,830.6,,日本化薬,,錠,4800,4219004F1025,テモゾロミド
,テモゾロミド錠100ｍｇ「ＮＫ」,100ｍｇ1錠,,後発品,,,,内用薬,4002.4,,日本化薬,,錠,4801,4219004F2021,テモゾロミド
,テモダールカプセル20ｍｇ,20ｍｇ1カプセル,,,,○,,内用薬,1400.1,,大原薬品工業,先発品,錠,4802,4219004M1024,テモゾロミド
,テモダールカプセル100ｍｇ,100ｍｇ1カプセル,,,,○,,内用薬,6759.5,,大原薬品工業,先発品,錠,4803,4219004M2020,テモゾロミド
,ロイケリン散10％,10％1ｇ,,,,,,内用薬,93.6,,大原薬品工業,,錠,4804,4221001B1052,メルカプトプリン水和物
,メソトレキセート錠2．5ｍｇ,2．5ｍｇ1錠,局,,,,,内用薬,22.1,,ファイザー,,錠,4805,4222001F1027,メトトレキサート
,フルツロンカプセル200,200ｍｇ1カプセル,局,,,,,内用薬,162.9,,太陽ファルマ,先発品,錠,4806,4223004M2023,ドキシフルリジン
,ゼローダ錠300,300ｍｇ1錠,,,,○,,内用薬,124.3,,チェプラファーム,先発品,錠,4807,4223005F1022,カペシタビン
,カペシタビン錠300ｍｇ「サワイ」,300ｍｇ1錠,,後発品,,,,内用薬,54.1,,沢井製薬,,錠,4808,4223005F1030,カペシタビン
,カペシタビン錠300ｍｇ「トーワ」,300ｍｇ1錠,,後発品,,,,内用薬,54.1,,東和薬品,,錠,4809,4223005F1049,カペシタビン
,カペシタビン錠300ｍｇ「日医工」,300ｍｇ1錠,,後発品,,,,内用薬,54.1,,日医工,,錠,4810,4223005F1057,カペシタビン
,カペシタビン錠300ｍｇ「ヤクルト」,300ｍｇ1錠,,後発品,,,,内用薬,54.1,,ダイト,,錠,4811,4223005F1065,カペシタビン
,カペシタビン錠300ｍｇ「ＪＧ」,300ｍｇ1錠,,後発品,,,,内用薬,65,,日本ジェネリック,,錠,4812,4223005F1073,カペシタビン
,カペシタビン錠300ｍｇ「ＮＫ」,300ｍｇ1錠,,後発品,,,,内用薬,60.8,,日本化薬,,錠,4813,4223005F1081,カペシタビン
,カペシタビン錠300ｍｇ「タカタ」,300ｍｇ1錠,,後発品,,,R7.12.5収載,内用薬,54.1,,ダイト,,錠,4814,4223005F1090,カペシタビン
,スタラシドカプセル50,50ｍｇ1カプセル,,,,,,内用薬,304.7,,日本化薬,先発品,錠,4815,4224001M1020,シタラビン　オクホスファート水和物
R8.3.31まで,スタラシドカプセル100,100ｍｇ1カプセル,,,,,,内用薬,389.1,,日本化薬,先発品,錠,4816,4224001M2027,シタラビン　オクホスファート水和物
,ハイドレアカプセル500ｍｇ,500ｍｇ1カプセル,,,,,,内用薬,184.6,,チェプラファーム,先発品,錠,4817,4229001M1027,ヒドロキシカルバミド
,フルダラ錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,2388.8,,サノフィ,先発品,錠,4818,4229002F1022,フルダラビンリン酸エステル
,ユーエフティＥ配合顆粒Ｔ100,100ｍｇ1包（テガフール相当量）,,,,,,内用薬,128.6,,大鵬薬品工業,先発品,錠,4819,4229100D3023,テガフール・ウラシル
,ユーエフティＥ配合顆粒Ｔ150,150ｍｇ1包（テガフール相当量）,,,,,,内用薬,193.1,,大鵬薬品工業,先発品,錠,4820,4229100D4020,テガフール・ウラシル
,ユーエフティＥ配合顆粒Ｔ200,200ｍｇ1包（テガフール相当量）,,,,,,内用薬,240.9,,大鵬薬品工業,先発品,錠,4821,4229100D5026,テガフール・ウラシル
,ユーエフティ配合カプセルＴ100,100ｍｇ1カプセル（テガフール相当量）,,,,,,内用薬,102.8,,大鵬薬品工業,先発品,錠,4822,4229100M2035,テガフール・ウラシル
,ティーエスワン配合顆粒Ｔ20,20ｍｇ1包（テガフール相当量）,,,,,,内用薬,424.1,,大鵬薬品工業,先発品,錠,4823,4229101D1025,テガフール・ギメラシル・オテラシルカリウム配合剤
,ティーエスワン配合顆粒Ｔ25,25ｍｇ1包（テガフール相当量）,,,,,,内用薬,605.4,,大鵬薬品工業,先発品,錠,4824,4229101D2021,テガフール・ギメラシル・オテラシルカリウム配合剤
,ティーエスワン配合ＯＤ錠Ｔ20,20ｍｇ1錠（テガフール相当量）,,,,○,,内用薬,297.5,,大鵬薬品工業,先発品,錠,4825,4229101F1026,テガフール・ギメラシル・オテラシルカリウム配合剤
,エスエーワン配合ＯＤ錠Ｔ20,20ｍｇ1錠（テガフール相当量）,,後発品,,,,内用薬,119.3,,沢井製薬,,錠,4826,4229101F1034,テガフール・ギメラシル・オテラシルカリウム配合剤
,エヌケーエスワン配合ＯＤ錠Ｔ20,20ｍｇ1錠（テガフール相当量）,,後発品,,,,内用薬,119.3,,日本化薬,,錠,4827,4229101F1042,テガフール・ギメラシル・オテラシルカリウム配合剤
,エスワンタイホウ配合ＯＤ錠Ｔ20,20ｍｇ1錠（テガフール相当量）,,後発品,,,,内用薬,119.3,,岡山大鵬薬品,,錠,4828,4229101F1050,テガフール・ギメラシル・オテラシルカリウム配合剤
,テガフール・ギメラシル・オテラシルカリウムＴ25口腔内崩壊錠,25ｍｇ1錠（テガフール相当量）,,後発品,,,,内用薬,95.2,,,,錠,4829,4229101F2014,テガフール・ギメラシル・オテラシルカリウム配合剤
,ティーエスワン配合ＯＤ錠Ｔ25,25ｍｇ1錠（テガフール相当量）,,,,○,,内用薬,367,,大鵬薬品工業,先発品,錠,4830,4229101F2022,テガフール・ギメラシル・オテラシルカリウム配合剤
,エスワンタイホウ配合ＯＤ錠Ｔ25,25ｍｇ1錠（テガフール相当量）,,後発品,,,,内用薬,180.8,,岡山大鵬薬品,,錠,4831,4229101F2057,テガフール・ギメラシル・オテラシルカリウム配合剤
,ティーエスワン配合カプセルＴ20,20ｍｇ1カプセル（テガフール相当量）,,,,○,,内用薬,297.5,,大鵬薬品工業,先発品,錠,4832,4229101M1033,テガフール・ギメラシル・オテラシルカリウム配合剤
R8.3.31まで,エスエーワン配合カプセルＴ20,20ｍｇ1カプセル（テガフール相当量）,,後発品,,,,内用薬,119.3,,沢井製薬,,錠,4833,4229101M1041,テガフール・ギメラシル・オテラシルカリウム配合剤
R8.3.31まで,エヌケーエスワン配合カプセルＴ20,20ｍｇ1カプセル（テガフール相当量）,,後発品,,,,内用薬,119.3,,日本化薬,,錠,4834,4229101M1050,テガフール・ギメラシル・オテラシルカリウム配合剤
R8.3.31まで,テガフール・ギメラシル・オテラシルカリウムＴ25カプセル,25ｍｇ1カプセル（テガフール相当量）,,後発品,,,,内用薬,95.2,,,,錠,4835,4229101M2013,テガフール・ギメラシル・オテラシルカリウム配合剤
,ティーエスワン配合カプセルＴ25,25ｍｇ1カプセル（テガフール相当量）,,,,○,,内用薬,367,,大鵬薬品工業,先発品,錠,4836,4229101M2030,テガフール・ギメラシル・オテラシルカリウム配合剤
,ラステットＳカプセル25ｍｇ,25ｍｇ1カプセル,,,,,,内用薬,418.7,,日本化薬,先発品,錠,4837,4240001M1067,エトポシド
,ベプシドカプセル25ｍｇ,25ｍｇ1カプセル,,,,,,内用薬,517.2,,チェプラファーム,先発品,錠,4838,4240001M1075,エトポシド
,ラステットＳカプセル50ｍｇ,50ｍｇ1カプセル,,,,,,内用薬,735.9,,日本化薬,先発品,錠,4839,4240001M2063,エトポシド
,ベプシドカプセル50ｍｇ,50ｍｇ1カプセル,,,,,,内用薬,1040.8,,チェプラファーム,先発品,錠,4840,4240001M2071,エトポシド
,塩酸プロカルバジンカプセル50ｍｇ「ＴＹＰ」,50ｍｇ1カプセル,,,,,,内用薬,693.5,,太陽ファルマ,先発品,錠,4841,4291002M1044,プロカルバジン塩酸塩
,タモキシフェンクエン酸塩10ｍｇ錠,10ｍｇ1錠,,後発品,,,,内用薬,15.5,,,,錠,4842,4291003F1015,タモキシフェンクエン酸塩
,ノルバデックス錠10ｍｇ,10ｍｇ1錠,,,,○,,内用薬,36.7,,アストラゼネカ,先発品,錠,4843,4291003F1163,タモキシフェンクエン酸塩
,タモキシフェン錠10ｍｇ「明治」,10ｍｇ1錠,,★,,,,内用薬,40.3,,メディサ新薬,,錠,4844,4291003F1201,タモキシフェンクエン酸塩
,タモキシフェン錠10ｍｇ「ＭＹＬ」,10ｍｇ1錠,,★,,,,内用薬,40.3,,ヴィアトリス・ヘルスケア,,錠,4845,4291003F1244,タモキシフェンクエン酸塩
,タモキシフェンクエン酸塩20ｍｇ錠,20ｍｇ1錠,,後発品,,,,内用薬,29.8,,,,錠,4846,4291003F2011,タモキシフェンクエン酸塩
