excel_品名,薬価,reason
高砂ヤクチＭ,26.3,not in dosing_master.csv
トチモトのヤクチ,26.3,not in dosing_master.csv
ヤクモソウ,20.0,not in dosing_master.csv
ヨウバイヒ末,16.8,not in dosing_master.csv
ヨウバイヒ,14.2,not in dosing_master.csv
ヨクイニン末,12.5,not in dosing_master.csv
ヨクイニン,9.0,not in dosing_master.csv
リュウガンニク,33.0,not in dosing_master.csv
トチモトのリュウガンニク,35.6,not in dosing_master.csv
リュウコツ,21.1,not in dosing_master.csv
リュウタン末,39.5,not in dosing_master.csv
リュウタン,33.8,not in dosing_master.csv
リョウキョウ,13.1,not in dosing_master.csv
レンギョウ,33.8,not in dosing_master.csv
レンニク,20.8,not in dosing_master.csv
ロートコン,17.7,not in dosing_master.csv
ワキョウカツ,35.0,not in dosing_master.csv
ワコウホン,35.3,not in dosing_master.csv
トチュウ,31.0,not in dosing_master.csv
トチモトのトチュウ,34.3,not in dosing_master.csv
バクガ,18.4,not in dosing_master.csv
チャヨウ,16.3,not in dosing_master.csv
ゴマ,19.4,not in dosing_master.csv
コウイ,23.9,not in dosing_master.csv
コタロー安中散エキス細粒,11.3,not in dosing_master.csv
〔東洋〕安中散料エキス細粒,10.5,not in dosing_master.csv
クラシエ安中散料エキス細粒,12.2,not in dosing_master.csv
オースギ安中散料エキスＧ,17.4,not in dosing_master.csv
ＪＰＳ安中散料エキス顆粒〔調剤用〕,9.5,not in dosing_master.csv
ツムラ安中散エキス顆粒（医療用）,10.8,not in dosing_master.csv
本草安中散料エキス顆粒－Ｍ,8.1,not in dosing_master.csv
オースギ安中散料エキスＴ錠,5.9,not in dosing_master.csv
コタロー安中散エキスカプセル,11.9,not in dosing_master.csv
ツムラ胃苓湯エキス顆粒（医療用）,16.4,not in dosing_master.csv
コタロー茵ちん蒿湯エキス細粒,12.2,not in dosing_master.csv
クラシエ茵ちん蒿湯エキス細粒,12.6,not in dosing_master.csv
オースギ茵ちん蒿湯エキスＧ,22.2,not in dosing_master.csv
ツムラ茵ちん蒿湯エキス顆粒（医療用）,13.7,not in dosing_master.csv
コタロー茵ちん蒿湯エキスカプセル,13.4,not in dosing_master.csv
ツムラ茵ちん五苓散エキス顆粒（医療用）,25.5,not in dosing_master.csv
コタロー温経湯エキス細粒,17.9,not in dosing_master.csv
ツムラ温経湯エキス顆粒（医療用）,37.2,not in dosing_master.csv
コタロー温清飲エキス細粒,6.8,not in dosing_master.csv
ジュンコウ　温清飲ＦＣエキス細粒　医療用,9.1,not in dosing_master.csv
〔東洋〕温清飲エキス細粒,14.4,not in dosing_master.csv
クラシエ温清飲エキス細粒,15.3,not in dosing_master.csv
オースギ温清飲エキスＧ,9.5,not in dosing_master.csv
ツムラ温清飲エキス顆粒（医療用）,15.2,not in dosing_master.csv
本草温清飲エキス顆粒－Ｍ,9.8,not in dosing_master.csv
コタロー越婢加朮湯エキス細粒,9.8,not in dosing_master.csv
ＪＰＳ越婢加朮湯エキス顆粒〔調剤用〕,11.0,not in dosing_master.csv
ツムラ越婢加朮湯エキス顆粒（医療用）,16.1,not in dosing_master.csv
〔東洋〕黄耆建中湯エキス細粒,18.2,not in dosing_master.csv
ツムラ黄耆建中湯エキス顆粒（医療用）,8.1,not in dosing_master.csv
三和黄ごん湯エキス細粒,10.5,not in dosing_master.csv
コタロー黄連湯エキス細粒,27.9,not in dosing_master.csv
〔東洋〕黄連湯エキス細粒,34.9,not in dosing_master.csv
太虎堂の黄連湯エキス顆粒,43.2,not in dosing_master.csv
ツムラ黄連湯エキス顆粒（医療用）,32.3,not in dosing_master.csv
コタロー黄連解毒湯エキス細粒,15.3,not in dosing_master.csv
三和黄連解毒湯エキス細粒,12.8,not in dosing_master.csv
ジュンコウ　黄連解毒湯ＦＣエキス細粒　医療用,19.1,not in dosing_master.csv
〔東洋〕黄連解毒湯エキス細粒,20.4,not in dosing_master.csv
クラシエ黄連解毒湯エキス細粒,13.3,not in dosing_master.csv
オースギ黄連解毒湯エキスＧ,13.6,not in dosing_master.csv
ＪＰＳ黄連解毒湯エキス顆粒〔調剤用〕,9.7,not in dosing_master.csv
太虎堂の黄連解毒湯エキス顆粒,16.7,not in dosing_master.csv
ツムラ黄連解毒湯エキス顆粒（医療用）,14.1,not in dosing_master.csv
本草黄連解毒湯エキス顆粒－Ｍ,10.1,not in dosing_master.csv
オースギ黄連解毒湯エキスＴ錠,6.1,not in dosing_master.csv
クラシエ黄連解毒湯エキス錠,6.1,not in dosing_master.csv
コタロー黄連解毒湯エキスカプセル,20.8,not in dosing_master.csv
コタロー乙字湯エキス細粒,11.1,not in dosing_master.csv
三和乙字湯エキス細粒,11.0,not in dosing_master.csv
ジュンコウ　乙字湯ＦＣエキス細粒　医療用,17.2,not in dosing_master.csv
クラシエ乙字湯エキス細粒,16.7,not in dosing_master.csv
オースギ乙字湯エキスＧ,10.9,not in dosing_master.csv
ＪＰＳ乙字湯エキス顆粒〔調剤用〕,12.1,not in dosing_master.csv
太虎堂の乙字湯エキス顆粒,13.8,not in dosing_master.csv
ツムラ乙字湯エキス顆粒（医療用）,15.2,not in dosing_master.csv
本草乙字湯エキス顆粒－Ｍ,9.8,not in dosing_master.csv
コタロー葛根湯エキス細粒,9.8,not in dosing_master.csv
三和葛根湯エキス細粒,9.8,not in dosing_master.csv
ジュンコウ　葛根湯ＦＣエキス細粒　医療用,15.8,not in dosing_master.csv
〔東洋〕葛根湯エキス細粒,12.5,not in dosing_master.csv
クラシエ葛根湯エキス細粒,10.2,not in dosing_master.csv
オースギ葛根湯エキスＧ,10.3,not in dosing_master.csv
ＪＰＳ葛根湯エキス顆粒〔調剤用〕,9.4,not in dosing_master.csv
太虎堂の葛根湯エキス顆粒,10.9,not in dosing_master.csv
ツムラ葛根湯エキス顆粒（医療用）,13.4,not in dosing_master.csv
本草葛根湯エキス顆粒－Ｍ,9.6,not in dosing_master.csv
オースギ葛根湯エキスＴ錠,6.1,not in dosing_master.csv
クラシエ葛根湯エキス錠Ｔ,6.1,not in dosing_master.csv
三和葛根加朮附湯エキス細粒,14.4,not in dosing_master.csv
コタロー葛根湯加辛夷川きゅうエキス細粒,6.7,not in dosing_master.csv
〔東洋〕葛根湯加川きゅう辛夷エキス細粒,14.0,not in dosing_master.csv
クラシエ葛根湯加川きゅう辛夷エキス細粒,12.9,not in dosing_master.csv
オースギ葛根湯加川きゅう辛夷エキスＧ,6.7,not in dosing_master.csv
ＪＰＳ葛根湯加川きゅう辛夷エキス顆粒〔調剤用〕,11.0,not in dosing_master.csv
ツムラ葛根湯加川きゅう辛夷エキス顆粒（医療用）,10.1,not in dosing_master.csv
本草葛根湯加川きゅう辛夷エキス顆粒－Ｍ,9.5,not in dosing_master.csv
クラシエ葛根湯加川きゅう辛夷エキス錠,6.1,not in dosing_master.csv
〔東洋〕加味帰脾湯エキス細粒,19.7,not in dosing_master.csv
クラシエ加味帰脾湯エキス細粒,25.5,not in dosing_master.csv
オースギ加味帰脾湯エキスＧ,11.3,not in dosing_master.csv
太虎堂の加味帰脾湯エキス顆粒,24.3,not in dosing_master.csv
ツムラ加味帰脾湯エキス顆粒（医療用）,26.0,not in dosing_master.csv
クラシエ加味帰脾湯エキス錠,9.6,not in dosing_master.csv
太虎堂の加味逍遙散エキス散,13.4,not in dosing_master.csv
コタロー加味逍遙散エキス細粒,12.2,not in dosing_master.csv
ジュンコウ　加味逍遙散ＦＣエキス細粒　医療用,19.3,not in dosing_master.csv
〔東洋〕加味逍遙散エキス細粒,17.4,not in dosing_master.csv
クラシエ加味逍遙散料エキス細粒,18.3,not in dosing_master.csv
オースギ加味逍遙散エキスＧ,10.4,not in dosing_master.csv
ＪＰＳ加味逍遙散料エキス顆粒〔調剤用〕,13.9,not in dosing_master.csv
太虎堂の加味逍遙散エキス顆粒,19.5,not in dosing_master.csv
ツムラ加味逍遙散エキス顆粒（医療用）,15.9,not in dosing_master.csv
本草加味逍遙散エキス顆粒－Ｍ,11.6,not in dosing_master.csv
ジュンコウ　加味逍遙散ＦＣエキス錠　医療用,7.6,not in dosing_master.csv
クラシエ甘草湯エキス細粒,9.9,not in dosing_master.csv
コタロー甘麦大棗湯エキス細粒,9.8,not in dosing_master.csv
オースギ甘麦大棗湯エキスＴＧ,10.4,not in dosing_master.csv
ツムラ甘麦大棗湯エキス顆粒（医療用）,12.2,not in dosing_master.csv
ツムラ桔梗湯エキス顆粒（医療用）,6.7,not in dosing_master.csv
コタロー桔梗石膏エキス細粒,11.2,not in dosing_master.csv
ジュンコウ　帰脾湯ＦＣエキス細粒　医療用,25.9,not in dosing_master.csv
ツムラ帰脾湯エキス顆粒（医療用）,30.2,not in dosing_master.csv
コタローきゅう帰膠艾湯エキス細粒,6.7,not in dosing_master.csv
ジュンコウ　きゅう帰膠艾湯ＦＣエキス細粒　医療用,8.2,not in dosing_master.csv
ツムラきゅう帰膠艾湯エキス顆粒（医療用）,8.0,not in dosing_master.csv
太虎堂のきゅう帰調血飲エキス顆粒,18.3,not in dosing_master.csv
ツムラ牛車腎気丸エキス顆粒（医療用）,17.7,not in dosing_master.csv
コタロー九味檳榔湯エキス細粒,19.0,not in dosing_master.csv
オースギ荊芥連翹湯エキスＧ,7.7,not in dosing_master.csv
太虎堂の荊芥連翹湯エキス顆粒,15.5,not in dosing_master.csv
ツムラ荊芥連翹湯エキス顆粒（医療用）,18.6,not in dosing_master.csv
コタロー桂枝湯エキス細粒,12.6,not in dosing_master.csv
オースギ桂枝湯エキスＧ,10.4,not in dosing_master.csv
ＪＰＳ桂枝湯エキス顆粒〔調剤用〕,9.6,not in dosing_master.csv
ツムラ桂枝湯エキス顆粒（医療用）,6.7,not in dosing_master.csv
本草桂枝湯エキス顆粒－Ｓ,8.9,not in dosing_master.csv
〔東洋〕桂枝加黄耆湯エキス細粒,15.1,not in dosing_master.csv
〔東洋〕桂枝加葛根湯エキス細粒,14.6,not in dosing_master.csv
〔東洋〕桂枝加厚朴杏仁湯エキス細粒,13.4,not in dosing_master.csv
コタロー桂枝加芍薬湯エキス細粒,6.7,not in dosing_master.csv
ジュンコウ　桂枝加芍薬湯ＦＣエキス細粒　医療用,6.7,not in dosing_master.csv
〔東洋〕桂枝加芍薬湯エキス細粒,11.9,not in dosing_master.csv
クラシエ桂枝加芍薬湯エキス細粒,12.5,not in dosing_master.csv
オースギ桂枝加芍薬湯エキスＧ,6.7,not in dosing_master.csv
ツムラ桂枝加芍薬湯エキス顆粒（医療用）,7.5,not in dosing_master.csv
本草桂枝加芍薬湯エキス顆粒－Ｍ,7.5,not in dosing_master.csv
クラシエ桂枝加芍薬湯エキス錠,6.1,not in dosing_master.csv
ツムラ桂枝加芍薬大黄湯エキス顆粒（医療用）,14.4,not in dosing_master.csv
コタロー桂枝加朮附湯エキス細粒,9.9,not in dosing_master.csv
三和桂枝加朮附湯エキス細粒,9.8,not in dosing_master.csv
ＪＰＳ桂枝加朮附湯エキス顆粒〔調剤用〕,10.7,not in dosing_master.csv
ツムラ桂枝加朮附湯エキス顆粒（医療用）,14.9,not in dosing_master.csv
コタロー桂枝加竜骨牡蛎湯エキス細粒,10.7,not in dosing_master.csv
クラシエ桂枝加竜骨牡蛎湯エキス細粒,12.0,not in dosing_master.csv
オースギ桂枝加竜骨牡蛎湯エキスＧ,10.8,not in dosing_master.csv
ツムラ桂枝加竜骨牡蛎湯エキス顆粒（医療用）,13.8,not in dosing_master.csv
クラシエ桂枝加苓朮附湯エキス細粒,10.8,not in dosing_master.csv
オースギ桂枝加苓朮附湯エキスＧ,9.3,not in dosing_master.csv
クラシエ桂枝加苓朮附湯エキス錠,6.1,not in dosing_master.csv
クラシエ桂枝人参湯エキス細粒,19.5,not in dosing_master.csv
ツムラ桂枝人参湯エキス顆粒（医療用）,21.8,not in dosing_master.csv
コタロー桂枝茯苓丸料エキス細粒,11.2,not in dosing_master.csv
三和桂枝茯苓丸料エキス細粒,14.8,not in dosing_master.csv
ジュンコウ　桂枝茯苓丸料ＦＣエキス細粒　医療用,21.3,not in dosing_master.csv
〔東洋〕桂枝茯苓丸料エキス細粒,11.4,not in dosing_master.csv
クラシエ桂枝茯苓丸料エキス細粒,13.2,not in dosing_master.csv
オースギ桂枝茯苓丸料エキスＧ,18.2,not in dosing_master.csv
ＪＰＳ桂枝茯苓丸料エキス顆粒〔調剤用〕,11.0,not in dosing_master.csv
太虎堂の桂枝茯苓丸料エキス顆粒,11.0,not in dosing_master.csv
ツムラ桂枝茯苓丸エキス顆粒（医療用）,14.1,not in dosing_master.csv
本草桂枝茯苓丸料エキス顆粒－Ｍ,11.0,not in dosing_master.csv
クラシエ桂枝茯苓丸料エキス錠,6.1,not in dosing_master.csv
ツムラ桂枝茯苓丸加よく苡仁エキス顆粒（医療用）,16.4,not in dosing_master.csv
三和桂芍知母湯エキス細粒,13.8,not in dosing_master.csv
〔東洋〕啓脾湯エキス細粒,24.2,not in dosing_master.csv
ツムラ啓脾湯エキス顆粒（医療用）,31.1,not in dosing_master.csv
〔東洋〕桂麻各半湯エキス細粒,15.3,not in dosing_master.csv
コタロー香蘇散エキス細粒,10.7,not in dosing_master.csv
ツムラ香蘇散エキス顆粒（医療用）,10.7,not in dosing_master.csv
クラシエ五虎湯エキス細粒,9.6,not in dosing_master.csv
ツムラ五虎湯エキス顆粒（医療用）,11.0,not in dosing_master.csv
オースギ五虎湯エキス錠,7.2,not in dosing_master.csv
コタロー五積散エキス細粒,9.6,not in dosing_master.csv
ツムラ五積散エキス顆粒（医療用）,13.4,not in dosing_master.csv
コタロー呉茱萸湯エキス細粒,13.8,not in dosing_master.csv
ジュンコウ　呉茱萸湯ＦＣエキス細粒　医療用,15.6,not in dosing_master.csv
太虎堂の呉茱萸湯エキス顆粒,14.7,not in dosing_master.csv
ツムラ呉茱萸湯エキス顆粒（医療用）,15.3,not in dosing_master.csv
〔東洋〕五淋散エキス細粒,14.6,not in dosing_master.csv
ツムラ五淋散エキス顆粒（医療用）,17.0,not in dosing_master.csv
本草五苓散顆粒－Ｒ,3.4,not in dosing_master.csv
コタロー五苓散料エキス細粒,12.0,not in dosing_master.csv
三和五苓散料エキス細粒,9.6,not in dosing_master.csv
ジュンコウ　五苓散料ＦＣエキス細粒　医療用,17.6,not in dosing_master.csv
〔東洋〕五苓散料エキス細粒,13.0,not in dosing_master.csv
クラシエ五苓散料エキス細粒,14.2,not in dosing_master.csv
ＪＰＳ五苓散料エキス顆粒〔調剤用〕,10.3,not in dosing_master.csv
太虎堂の五苓散料エキス顆粒,19.4,not in dosing_master.csv
ツムラ五苓散エキス顆粒（医療用）,13.6,not in dosing_master.csv
クラシエ五苓散料エキス錠,6.1,not in dosing_master.csv
コタロー柴陥湯エキス細粒,30.0,not in dosing_master.csv
太虎堂の柴陥湯エキス顆粒,31.7,not in dosing_master.csv
ツムラ柴陥湯エキス顆粒（医療用）,33.2,not in dosing_master.csv
コタロー柴胡加竜骨牡蛎湯エキス細粒,16.3,not in dosing_master.csv
ジュンコウ　柴胡加龍骨牡蠣湯ＦＣエキス細粒　医療用,20.3,not in dosing_master.csv
クラシエ柴胡加竜骨牡蛎湯エキス細粒,21.4,not in dosing_master.csv
オースギ柴胡加竜骨牡蛎湯エキスＧ,13.4,not in dosing_master.csv
ＪＰＳ柴胡加竜骨牡蛎湯エキス顆粒〔調剤用〕,16.3,not in dosing_master.csv
太虎堂の柴胡加竜骨牡蛎湯エキス顆粒,17.5,not in dosing_master.csv
ツムラ柴胡加竜骨牡蛎湯エキス顆粒（医療用）,20.3,not in dosing_master.csv
本草柴胡加竜骨牡蛎湯エキス顆粒－Ｍ,13.2,not in dosing_master.csv
クラシエ柴胡加竜骨牡蛎湯エキス錠,10.6,not in dosing_master.csv
コタロー柴胡桂枝湯エキス細粒,21.7,not in dosing_master.csv
三和柴胡桂枝湯エキス細粒,15.4,not in dosing_master.csv
ジュンコウ　柴胡桂枝湯ＦＣエキス細粒　医療用,28.2,not in dosing_master.csv
クラシエ柴胡桂枝湯エキス細粒,20.9,not in dosing_master.csv
オースギ柴胡桂枝湯エキスＧ,14.4,not in dosing_master.csv
ＪＰＳ柴胡桂枝湯エキス顆粒〔調剤用〕,18.9,not in dosing_master.csv
太虎堂の柴胡桂枝湯エキス顆粒,18.9,not in dosing_master.csv
ツムラ柴胡桂枝湯エキス顆粒（医療用）,24.2,not in dosing_master.csv
クラシエ柴胡桂枝湯エキス錠,7.9,not in dosing_master.csv
コタロー柴胡桂枝乾姜湯エキス細粒,21.5,not in dosing_master.csv
太虎堂の柴胡桂枝乾姜湯エキス顆粒,16.1,not in dosing_master.csv
ツムラ柴胡桂枝乾姜湯エキス顆粒（医療用）,28.4,not in dosing_master.csv
本草柴胡桂枝乾姜湯エキス顆粒－Ｍ,13.1,not in dosing_master.csv
コタロー柴胡清肝湯エキス細粒,17.6,not in dosing_master.csv
ツムラ柴胡清肝湯エキス顆粒（医療用）,31.2,not in dosing_master.csv
クラシエ柴朴湯エキス細粒,30.0,not in dosing_master.csv
ツムラ柴朴湯エキス顆粒（医療用）,34.0,not in dosing_master.csv
クラシエ柴苓湯エキス細粒,46.8,not in dosing_master.csv
ツムラ柴苓湯エキス顆粒（医療用）,45.0,not in dosing_master.csv
オースギ酸棗仁湯エキスＧ,14.3,not in dosing_master.csv
ツムラ酸棗仁湯エキス顆粒（医療用）,18.0,not in dosing_master.csv
コタロー三黄瀉心湯エキス細粒,19.5,not in dosing_master.csv
クラシエ三黄瀉心湯エキス細粒,13.8,not in dosing_master.csv
オースギ三黄瀉心湯エキスＧ,22.2,not in dosing_master.csv
ＪＰＳ三黄瀉心湯エキス顆粒〔調剤用〕,22.7,not in dosing_master.csv
太虎堂の三黄瀉心湯エキス顆粒,20.9,not in dosing_master.csv
ツムラ三黄瀉心湯エキス顆粒（医療用）,13.2,not in dosing_master.csv
本草三黄瀉心湯エキス顆粒－Ｍ,9.8,not in dosing_master.csv
コタロー三黄瀉心湯エキスカプセル,30.2,not in dosing_master.csv
ツムラ三物黄ごん湯エキス顆粒（医療用）,7.4,not in dosing_master.csv
ツムラ滋陰降火湯エキス顆粒（医療用）,17.9,not in dosing_master.csv
ツムラ滋陰至宝湯エキス顆粒（医療用）,15.1,not in dosing_master.csv
ツムラ四逆散エキス顆粒（医療用）,16.8,not in dosing_master.csv
〔東洋〕四君子湯エキス細粒,26.8,not in dosing_master.csv
ツムラ四君子湯エキス顆粒（医療用）,28.2,not in dosing_master.csv
オースギ四君子湯エキス錠,10.8,not in dosing_master.csv
コタロー梔子柏皮湯エキス細粒,9.5,not in dosing_master.csv
〔東洋〕七物降下湯エキス細粒,10.4,not in dosing_master.csv
オースギ七物降下湯エキスＧ,9.6,not in dosing_master.csv
ツムラ七物降下湯エキス顆粒（医療用）,13.1,not in dosing_master.csv
コタロー四物湯エキス細粒,12.1,not in dosing_master.csv
ジュンコウ　四物湯ＦＣエキス細粒　医療用,9.6,not in dosing_master.csv
クラシエ四物湯エキス細粒,12.5,not in dosing_master.csv
太虎堂の四物湯エキス顆粒,10.8,not in dosing_master.csv
ツムラ四物湯エキス顆粒（医療用）,13.5,not in dosing_master.csv
本草四物湯エキス顆粒－Ｍ,8.6,not in dosing_master.csv
クラシエ四物湯エキス錠,6.1,not in dosing_master.csv
コタロー炙甘草湯エキス細粒,14.7,not in dosing_master.csv
ツムラ炙甘草湯エキス顆粒（医療用）,29.4,not in dosing_master.csv
コタロー芍薬甘草湯エキス細粒,9.0,not in dosing_master.csv
ジュンコウ　芍薬甘草湯ＦＣエキス細粒　医療用,15.3,not in dosing_master.csv
〔東洋〕芍薬甘草湯エキス細粒,12.4,not in dosing_master.csv
クラシエ芍薬甘草湯エキス細粒,10.8,not in dosing_master.csv
ツムラ芍薬甘草湯エキス顆粒（医療用）,10.4,not in dosing_master.csv
本草芍薬甘草湯エキス顆粒－Ｍ,8.0,not in dosing_master.csv
三和芍薬甘草附子湯エキス細粒,19.5,not in dosing_master.csv
コタロー十全大補湯エキス細粒,7.0,not in dosing_master.csv
三和十全大補湯エキス細粒,12.0,not in dosing_master.csv
ジュンコウ　十全大補湯ＦＣエキス細粒　医療用,14.9,not in dosing_master.csv
〔東洋〕十全大補湯エキス細粒,16.7,not in dosing_master.csv
クラシエ十全大補湯エキス細粒,21.0,not in dosing_master.csv
オースギ十全大補湯エキスＧ,7.2,not in dosing_master.csv
ツムラ十全大補湯エキス顆粒（医療用）,18.4,not in dosing_master.csv
本草十全大補湯エキス顆粒－Ｍ,11.4,not in dosing_master.csv
コタロー十味敗毒湯エキス細粒,16.8,not in dosing_master.csv
三和十味敗毒湯エキス細粒,11.7,not in dosing_master.csv
〔東洋〕十味敗毒湯エキス細粒,16.8,not in dosing_master.csv
クラシエ十味敗毒湯エキス細粒,16.4,not in dosing_master.csv
オースギ十味敗毒湯エキスＧ,10.4,not in dosing_master.csv
ＪＰＳ十味敗毒湯エキス顆粒〔調剤用〕,10.5,not in dosing_master.csv
太虎堂の十味敗毒湯エキス顆粒,16.5,not in dosing_master.csv
ツムラ十味敗毒湯エキス顆粒（医療用）,14.1,not in dosing_master.csv
本草十味敗毒湯エキス顆粒－Ｍ,9.5,not in dosing_master.csv
クラシエ十味敗毒湯エキス錠,6.1,not in dosing_master.csv
太虎堂の潤腸湯エキス顆粒,15.2,not in dosing_master.csv
ツムラ潤腸湯エキス顆粒（医療用）,15.2,not in dosing_master.csv
コタロー小建中湯エキス細粒,6.7,not in dosing_master.csv
オースギ小建中湯エキスＧ,6.7,not in dosing_master.csv
ツムラ小建中湯エキス顆粒（医療用）,6.9,not in dosing_master.csv
コタロー小柴胡湯エキス細粒,23.1,not in dosing_master.csv
三和小柴胡湯エキス細粒,18.7,not in dosing_master.csv
ジュンコウ　小柴胡湯ＦＣエキス細粒　医療用,35.1,not in dosing_master.csv
〔東洋〕小柴胡湯エキス細粒,28.0,not in dosing_master.csv
クラシエ小柴胡湯エキス細粒,30.5,not in dosing_master.csv
オースギ小柴胡湯エキスＧ,20.0,not in dosing_master.csv
ＪＰＳ小柴胡湯エキス顆粒〔調剤用〕,20.3,not in dosing_master.csv
太虎堂の小柴胡湯エキス顆粒,24.3,not in dosing_master.csv
ツムラ小柴胡湯エキス顆粒（医療用）,29.4,not in dosing_master.csv
本草小柴胡湯エキス顆粒－Ｍ,17.9,not in dosing_master.csv
オースギ小柴胡湯エキスＴ錠,8.3,not in dosing_master.csv
クラシエ小柴胡湯エキス錠,11.9,not in dosing_master.csv
ツムラ小柴胡湯加桔梗石膏エキス顆粒（医療用）,37.2,not in dosing_master.csv
コタロー小青竜湯エキス細粒,11.6,not in dosing_master.csv
三和小青竜湯エキス細粒,9.7,not in dosing_master.csv
クラシエ小青竜湯エキス細粒,24.1,not in dosing_master.csv
オースギ小青竜湯エキスＧ,9.0,not in dosing_master.csv
ＪＰＳ小青竜湯エキス顆粒〔調剤用〕,18.5,not in dosing_master.csv
太虎堂の小青竜湯エキス顆粒,17.1,not in dosing_master.csv
ツムラ小青竜湯エキス顆粒（医療用）,12.8,not in dosing_master.csv
本草小青龍湯エキス顆粒－Ｍ,10.4,not in dosing_master.csv
オースギ小青竜湯エキスＴ錠,6.1,not in dosing_master.csv
クラシエ小青竜湯エキス錠,9.2,not in dosing_master.csv
コタロー小半夏加茯苓湯エキス細粒,12.8,not in dosing_master.csv
クラシエ小半夏加茯苓湯エキス細粒,18.2,not in dosing_master.csv
ツムラ小半夏加茯苓湯エキス顆粒（医療用）,10.7,not in dosing_master.csv
本草小半夏加茯苓湯エキス顆粒－Ｍ,9.9,not in dosing_master.csv
オースギ小半夏加茯苓湯エキスＧ,18.9,not in dosing_master.csv
コタロー消風散エキス細粒,7.2,not in dosing_master.csv
オースギ消風散エキスＧ,7.0,not in dosing_master.csv
ツムラ消風散エキス顆粒（医療用）,12.1,not in dosing_master.csv
ツムラ升麻葛根湯エキス顆粒（医療用）,6.7,not in dosing_master.csv
オースギ四苓湯細粒（調剤用）,17.9,not in dosing_master.csv
コタロー辛夷清肺湯エキス細粒,8.5,not in dosing_master.csv
クラシエ辛夷清肺湯エキス細粒,18.6,not in dosing_master.csv
オースギ辛夷清肺湯エキスＧ,6.7,not in dosing_master.csv
ツムラ辛夷清肺湯エキス顆粒（医療用）,15.5,not in dosing_master.csv
太虎堂の参蘇飲エキス顆粒,16.7,not in dosing_master.csv
ツムラ参蘇飲エキス顆粒（医療用）,19.2,not in dosing_master.csv
コタロー神秘湯エキス細粒,15.1,not in dosing_master.csv
〔東洋〕神秘湯エキス細粒,18.5,not in dosing_master.csv
クラシエ神秘湯エキス細粒,17.4,not in dosing_master.csv
オースギ神秘湯エキスＧ,13.9,not in dosing_master.csv
ツムラ神秘湯エキス顆粒（医療用）,14.8,not in dosing_master.csv
本草神秘湯エキス顆粒－Ｍ,12.8,not in dosing_master.csv
コタロー真武湯エキス細粒,11.3,not in dosing_master.csv
三和真武湯エキス細粒,17.7,not in dosing_master.csv
ＪＰＳ真武湯エキス顆粒〔調剤用〕,9.8,not in dosing_master.csv
ツムラ真武湯エキス顆粒（医療用）,13.1,not in dosing_master.csv
オースギ清上防風湯エキスＧ,7.7,not in dosing_master.csv
ツムラ清上防風湯エキス顆粒（医療用）,12.4,not in dosing_master.csv
ツムラ清暑益気湯エキス顆粒（医療用）,21.6,not in dosing_master.csv
ジュンコウ　清心蓮子飲ＦＣエキス細粒　医療用,26.2,not in dosing_master.csv
〔東洋〕清心連子飲エキス細粒,22.6,not in dosing_master.csv
ツムラ清心蓮子飲エキス顆粒（医療用）,29.0,not in dosing_master.csv
ツムラ清肺湯エキス顆粒（医療用）,17.1,not in dosing_master.csv
オースギ川きゅう茶調散料エキスＴＧ,10.8,not in dosing_master.csv
ツムラ川きゅう茶調散エキス顆粒（医療用）,13.2,not in dosing_master.csv
オースギ疎経活血湯エキスＧ,10.1,not in dosing_master.csv
太虎堂の疎経活血湯エキス顆粒,16.2,not in dosing_master.csv
ツムラ疎経活血湯エキス顆粒（医療用）,16.2,not in dosing_master.csv
オースギ大黄甘草湯エキスＧ,14.8,not in dosing_master.csv
ツムラ大黄甘草湯エキス顆粒（医療用）,8.0,not in dosing_master.csv
オースギ大黄甘草湯エキスＴ錠,7.0,not in dosing_master.csv
コタロー大黄牡丹皮湯エキス細粒,10.5,not in dosing_master.csv
ツムラ大黄牡丹皮湯エキス顆粒（医療用）,13.1,not in dosing_master.csv
コタロー大建中湯エキス細粒,8.9,not in dosing_master.csv
ツムラ大建中湯エキス顆粒（医療用）,13.7,not in dosing_master.csv
コタロー大柴胡湯エキス細粒,14.7,not in dosing_master.csv
三和大柴胡湯エキス細粒,16.3,not in dosing_master.csv
ジュンコウ　大柴胡湯ＦＣエキス細粒　医療用,27.4,not in dosing_master.csv
〔東洋〕大柴胡湯エキス細粒,28.0,not in dosing_master.csv
クラシエ大柴胡湯エキス細粒,22.5,not in dosing_master.csv
オースギ大柴胡湯エキスＧ,15.4,not in dosing_master.csv
ＪＰＳ大柴胡湯エキス顆粒〔調剤用〕,15.6,not in dosing_master.csv
太虎堂の大柴胡湯エキス顆粒,19.1,not in dosing_master.csv
ツムラ大柴胡湯エキス顆粒（医療用）,21.9,not in dosing_master.csv
本草大柴胡湯エキス顆粒－Ｍ,14.0,not in dosing_master.csv
オースギ大柴胡湯エキスＴ錠,7.0,not in dosing_master.csv
クラシエ大柴胡湯エキス錠,8.5,not in dosing_master.csv
コタロー大柴胡湯去大黄エキス細粒,18.4,not in dosing_master.csv
三和大柴胡去大黄湯エキス細粒,18.4,not in dosing_master.csv
コタロー大承気湯エキス細粒,11.1,not in dosing_master.csv
ツムラ大承気湯エキス顆粒（医療用）,10.8,not in dosing_master.csv
三和大防風湯エキス細粒,24.0,not in dosing_master.csv
